pet_id,data,idade_anos,peso_kg,atividade_diaria_pct,sono_diario_pct,consumo_agua_ml,status
1051,2026-08-21,9.5,6.14,91.2,73.5,633.0,0
1025,2026-08-30,5.3,6.45,56.0,53.8,883.0,0
1058,2026-09-01,11.1,5.58,78.3,51.8,804.0,0
1063,2026-09-02,6.4,6.12,54.8,49.5,482.0,0
1062,2026-09-06,1.5,6.99,61.1,44.5,992.0,0
1022,2026-09-06,11.9,8.5,58.7,70.0,509.0,0
1058,2026-09-03,4.6,7.57,82.7,94.2,640.0,2
1058,2026-09-05,6.8,7.18,74.0,51.7,675.0,0
1086,2026-09-07,10.4,9.24,72.0,53.0,698.0,0
1049,2026-08-20,5.3,8.11,100.0,60.2,759.0,0
1052,2026-09-09,1.3,8.45,100.0,36.0,449.0,0
1042,2026-09-03,5.9,7.08,30.4,49.6,742.0,1
1070,2026-08-24,14.2,5.95,61.1,59.1,716.0,0
1015,2026-09-12,9.8,5.94,100.0,46.6,600.0,0
1054,2026-09-04,10.2,7.47,58.5,78.0,562.0,0
1060,2026-09-10,9.7,5.73,100.0,40.6,438.0,0
1097,2026-09-03,3.4,6.59,61.5,73.5,696.0,0
1008,2026-08-30,6.6,6.83,65.3,82.0,468.0,1
1053,2026-09-01,11.4,7.31,87.3,65.7,648.0,0
1060,2026-09-12,2.0,7.42,68.2,57.9,580.0,0
1005,2026-08-24,4.5,6.02,79.9,63.7,333.0,1
1068,2026-09-04,4.5,7.01,100.0,53.4,413.0,0
1006,2026-09-02,6.8,7.01,85.2,29.5,681.0,0
1096,2026-09-06,14.7,8.26,72.8,45.3,495.0,0
1094,2026-09-03,1.5,7.73,100.0,59.8,488.0,0
1047,2026-09-04,8.0,,87.5,45.9,447.0,0
1099,2026-09-13,3.1,8.24,55.3,53.8,454.0,0
1055,2026-08-22,14.6,7.13,100.0,67.2,929.0,0
1040,2026-08-18,2.1,6.23,82.8,62.2,376.0,1
1052,2026-09-11,6.4,6.96,65.7,75.9,895.0,0
1016,2026-09-02,11.2,7.99,29.6,64.4,534.0,1
1013,2026-08-29,10.7,7.14,42.4,65.3,469.0,1
1030,2026-09-03,6.6,7.26,100.0,49.3,677.0,0
1019,2026-09-01,5.5,6.48,100.0,40.0,611.0,0
1017,2026-09-05,6.3,6.26,71.7,53.8,561.0,0
1063,2026-09-03,4.3,7.05,34.6,49.1,644.0,1
1019,2026-09-03,3.5,6.41,48.3,57.5,607.0,0
1092,2026-08-27,7.5,7.94,37.5,44.0,557.0,1
1058,2026-09-07,4.4,6.4,36.8,72.6,787.0,1
1055,2026-08-24,4.7,5.81,100.0,49.0,311.0,1
1090,2026-09-03,10.0,6.82,100.0,54.5,417.0,0
1090,2026-09-05,14.5,6.9,47.6,59.7,442.0,0
1062,2026-09-07,9.3,7.17,69.8,76.8,388.0,1
1023,2026-08-28,1.6,6.16,44.3,86.4,617.0,1
1009,2026-09-02,1.6,7.71,69.7,87.4,701.0,1
1012,2026-08-24,14.3,6.97,100.0,40.8,207.0,2
1001,2026-08-27,4.8,9.14,91.6,54.4,505.0,0
1058,2026-09-09,1.8,8.27,86.2,51.5,536.0,0
1001,2026-08-28,9.2,7.24,66.1,65.6,543.0,0
1034,2026-08-24,9.5,6.77,95.2,64.6,343.0,1
1096,2026-09-08,9.9,7.09,82.9,51.3,537.0,0
1048,2026-08-26,4.4,5.72,78.1,50.1,418.0,0
1089,2026-09-08,0.7,6.39,67.7,45.0,533.0,0
1001,2026-08-29,14.5,6.54,76.4,20.2,256.0,1
1016,2026-09-03,4.1,7.54,75.8,40.5,534.0,0
1061,2026-08-19,10.3,5.49,59.2,73.0,456.0,0
1064,2026-09-08,10.7,6.99,54.5,82.0,548.0,1
1063,2026-09-05,9.3,7.59,50.1,80.2,660.0,1
1069,2026-08-23,5.0,7.12,51.3,73.6,591.0,0
1022,2026-09-07,4.4,5.61,66.2,44.8,759.0,0
1093,2026-09-03,9.2,8.38,62.9,42.3,528.0,0
1067,2026-08-23,13.1,6.67,57.6,32.8,724.0,0
1076,2026-08-30,14.2,7.45,56.1,51.3,825.0,0
1026,2026-09-03,2.0,6.36,75.8,61.3,655.0,0
1016,2026-09-04,2.7,7.03,97.6,44.9,596.0,0
1051,2026-08-23,14.2,7.07,69.8,66.5,683.0,0
1086,2026-09-08,11.2,5.71,68.5,69.8,662.0,0
1057,2026-09-07,13.3,6.02,51.3,52.9,800.0,0
1029,2026-09-03,3.4,7.86,65.5,39.9,759.0,0
1078,2026-08-28,9.0,6.25,93.8,80.7,761.0,1
1092,2026-08-29,10.7,6.24,90.7,60.5,609.0,0
1069,2026-08-24,10.4,6.43,89.4,89.1,668.0,1
1047,2026-09-06,6.4,8.05,88.7,61.4,665.0,0
1094,2026-09-05,0.7,5.81,78.7,62.4,359.0,1
1062,2026-09-08,9.0,6.97,78.0,45.5,814.0,0
1069,2026-08-26,4.2,5.69,74.9,53.6,266.0,1
1076,2026-08-31,7.0,5.51,61.7,36.6,742.0,0
1016,2026-09-06,14.4,5.91,71.7,39.8,653.0,0
1090,2026-09-06,6.3,8.32,74.3,71.1,543.0,0
1090,2026-09-08,12.7,5.71,82.7,55.8,678.0,0
1048,2026-08-28,3.2,5.64,72.0,53.7,684.0,0
1085,2026-08-20,10.3,6.94,100.0,48.9,338.0,1
1039,2026-08-30,14.7,8.61,45.8,54.2,883.0,0
1033,2026-09-09,2.0,5.96,85.1,77.0,614.0,0
1094,2026-09-06,0.6,6.5,69.2,62.2,1063.0,0
1023,2026-08-29,6.8,5.85,70.0,42.3,758.0,0
1010,2026-09-01,1.8,6.31,53.7,75.5,610.0,0
1069,2026-08-28,11.4,6.83,90.4,85.9,462.0,1
1034,2026-08-26,13.8,7.84,83.1,67.4,578.0,0
1052,2026-09-12,6.8,6.64,86.7,73.4,630.0,0
1095,2026-08-21,4.3,6.27,73.4,78.3,893.0,0
1010,2026-09-02,6.8,5.65,63.5,35.2,845.0,0
1019,2026-09-04,11.0,6.16,68.7,88.0,690.0,1
1058,2026-09-11,0.6,5.73,78.7,76.5,954.0,0
1096,2026-09-10,9.0,8.42,29.9,67.3,197.0,2
1001,2026-08-30,9.4,8.18,87.5,58.1,693.0,0
1069,2026-08-29,9.7,8.82,100.0,39.9,851.0,0
1004,2026-08-30,4.0,8.84,79.6,55.0,709.0,0
1016,2026-09-08,10.9,7.17,64.4,66.7,333.0,1
1024,2026-08-30,1.8,7.1,66.8,43.4,878.0,0
1080,2026-08-21,3.4,6.41,84.2,59.0,752.0,0
1002,2026-09-04,13.2,7.98,64.8,42.2,669.0,0
1092,2026-08-31,11.2,7.23,87.4,54.2,618.0,0
1032,2026-09-12,0.7,6.44,66.5,39.7,999.0,0
1091,2026-08-26,4.1,8.08,100.0,38.1,689.0,0
1084,2026-08-21,3.6,6.45,100.0,65.1,552.0,0
1024,2026-08-31,4.4,6.86,63.4,51.3,438.0,0
1012,2026-08-25,4.1,7.49,68.4,52.7,752.0,0
1050,2026-08-22,1.4,5.75,69.6,50.5,797.0,0
1035,2026-08-24,7.2,,69.8,100.0,611.0,2
1033,2026-09-11,11.1,8.02,51.1,69.1,488.0,0
1033,2026-09-13,9.3,7.3,48.3,70.7,866.0,0
1061,2026-08-20,10.3,6.58,95.0,48.4,423.0,0
1051,2026-08-24,1.7,6.12,91.8,67.6,994.0,0
1043,2026-08-22,14.3,6.4,91.5,56.6,453.0,0
1012,2026-08-27,12.7,8.84,68.6,48.2,344.0,1
1067,2026-08-24,12.2,6.89,100.0,88.9,370.0,1
1065,2026-09-08,12.4,7.01,69.6,68.6,378.0,1
1033,2026-09-09,14.0,5.95,87.3,67.8,553.0,0
1040,2026-08-19,8.4,5.49,42.2,45.4,506.0,1
1074,2026-09-04,3.4,8.32,65.4,40.9,805.0,0
1043,2026-08-23,9.4,6.9,66.9,59.1,776.0,0
1044,2026-09-09,11.3,7.82,68.7,51.4,555.0,0
1029,2026-09-04,11.2,5.87,43.5,69.2,1221.0,1
1013,2026-08-31,8.1,7.8,84.1,70.2,553.0,0
1012,2026-08-29,1.5,7.52,90.6,61.0,579.0,0
1095,2026-08-23,5.9,7.84,55.1,72.4,345.0,1
1046,2026-08-29,13.9,5.73,47.1,62.9,584.0,0
1002,2026-09-06,9.0,7.62,54.6,46.9,659.0,0
1035,2026-08-26,8.3,7.38,79.9,57.0,363.0,1
1087,2026-09-09,4.4,7.2,58.1,62.0,500.0,0
1081,2026-08-22,5.8,8.52,67.3,73.9,665.0,0
1090,2026-09-10,13.5,7.82,48.5,63.4,495.0,0
1008,2026-08-31,10.2,7.62,100.0,51.4,453.0,0
1093,2026-09-04,11.9,7.29,71.5,74.5,756.0,0
1026,2026-09-05,7.1,6.02,93.0,65.7,344.0,1
1074,2026-09-06,9.6,6.71,79.9,83.2,382.0,1
1090,2026-09-12,4.1,5.88,69.2,61.3,635.0,0
1034,2026-08-27,10.7,9.09,68.1,44.4,769.0,0
1007,2026-09-09,6.7,8.42,55.5,77.7,661.0,0
1068,2026-09-06,6.9,7.17,61.0,51.3,555.0,0
1058,2026-09-12,9.9,6.72,49.8,64.4,539.0,0
1075,2026-09-05,14.1,6.12,47.7,62.8,802.0,0
1029,2026-09-06,1.4,7.69,100.0,60.7,772.0,0
1036,2026-09-05,12.5,6.72,75.6,57.5,610.0,0
1089,2026-09-09,4.7,6.28,99.3,35.2,544.0,0
1021,2026-09-03,6.9,7.68,54.1,45.0,607.0,0
1036,2026-09-06,0.8,5.65,45.0,76.8,455.0,0
1010,2026-09-03,4.9,6.63,50.4,66.4,570.0,0
1073,2026-08-31,7.8,7.16,61.6,88.6,502.0,1
1024,2026-09-01,1.3,6.13,70.7,44.4,580.0,0
1064,2026-09-09,7.6,7.48,67.0,59.5,509.0,0
1099,2026-09-12,13.9,6.43,54.5,77.4,705.0,0
1049,2026-08-22,2.0,5.93,71.8,51.5,764.0,0
1099,2026-09-13,11.6,5.99,73.5,52.7,524.0,0
1036,2026-09-08,6.4,7.35,84.0,55.6,438.0,0
1082,2026-08-19,10.0,6.78,99.4,53.3,742.0,0
1096,2026-09-12,4.3,7.72,62.7,68.0,637.0,0
1024,2026-09-02,2.8,5.59,94.3,33.3,527.0,0
1023,2026-08-31,2.8,5.78,71.3,84.6,875.0,1
1062,2026-09-10,1.5,6.4,39.5,45.6,487.0,1
1096,2026-09-12,3.2,7.88,100.0,28.2,201.0,2
1037,2026-09-09,10.1,9.05,100.0,59.8,458.0,0
1012,2026-08-31,13.3,5.96,82.4,54.3,924.0,0
1055,2026-08-26,12.3,6.75,71.8,57.3,536.0,0
1013,2026-09-01,10.4,8.2,64.6,64.7,497.0,0
1023,2026-09-02,2.1,6.42,60.7,69.7,605.0,0
1089,2026-09-10,4.7,7.8,94.2,85.3,802.0,1
1099,2026-09-12,5.0,6.12,69.7,49.6,583.0,0
1030,2026-09-04,4.1,8.8,100.0,71.6,718.0,0
1017,2026-09-07,8.0,7.28,70.7,70.6,562.0,0
1062,2026-09-12,8.3,9.12,61.8,20.4,720.0,0
1084,2026-08-23,5.7,7.66,58.0,47.5,636.0,0
1089,2026-09-11,5.6,6.5,55.1,40.7,520.0,0
1086,2026-09-09,12.5,8.28,80.3,66.7,652.0,0
1013,2026-09-03,11.9,6.45,44.1,65.1,491.0,1
1059,2026-09-06,5.0,6.59,53.6,65.4,324.0,1
1019,2026-09-06,13.7,7.57,96.5,55.4,596.0,0
1049,2026-08-24,14.3,7.78,50.9,56.9,342.0,1
1012,2026-09-02,5.2,7.61,87.3,59.6,719.0,0
1061,2026-08-22,5.6,,28.7,54.0,593.0,1
1019,2026-09-08,7.8,7.94,99.0,71.7,885.0,0
1076,2026-09-02,14.1,7.09,44.6,44.0,534.0,1
1009,2026-09-04,13.2,5.88,52.5,48.3,596.0,0
1071,2026-08-28,2.0,7.13,83.6,61.8,306.0,1
1028,2026-09-10,6.2,6.77,75.4,54.5,379.0,1
1078,2026-08-29,8.5,6.33,87.9,43.4,264.0,1
1095,2026-08-24,7.8,7.65,44.4,68.0,815.0,1
1052,2026-09-13,3.3,7.45,64.3,51.4,508.0,0
1083,2026-09-03,13.0,7.02,57.7,47.3,865.0,0
1016,2026-09-09,10.3,9.28,47.8,57.4,100.0,2
1069,2026-08-31,12.6,6.34,81.9,46.6,910.0,0
1099,2026-09-13,13.0,7.45,88.9,59.5,586.0,0
1012,2026-09-03,11.4,6.72,63.3,54.6,668.0,0
1025,2026-09-01,6.9,7.86,100.0,52.3,387.0,1
1052,2026-09-13,9.4,6.29,54.3,52.4,705.0,0
1085,2026-08-22,2.8,8.21,100.0,74.9,525.0,0
1053,2026-09-03,10.3,5.96,81.2,65.5,361.0,1
1023,2026-09-04,3.1,6.3,45.5,34.4,358.0,1
1016,2026-09-11,10.6,7.76,100.0,73.2,355.0,1
1057,2026-09-08,3.8,6.34,61.1,67.7,676.0,0
1039,2026-09-01,2.2,7.48,94.1,66.9,473.0,0
1053,2026-09-05,2.9,6.93,72.9,73.3,272.0,1
1042,2026-09-04,0.5,8.06,77.5,60.2,674.0,0
1058,2026-09-13,10.9,6.56,88.0,69.3,165.0,2
1039,2026-09-03,11.1,5.93,86.9,53.0,866.0,0
1014,2026-08-31,8.0,6.83,63.2,72.7,997.0,0
1095,2026-08-26,2.8,6.64,80.6,63.3,338.0,1
1005,2026-08-26,1.7,5.82,79.1,39.3,810.0,0
1035,2026-08-27,0.8,6.4,74.3,75.5,670.0,0
1087,2026-09-11,2.9,7.14,65.9,58.1,500.0,0
1093,2026-09-06,13.4,5.95,74.2,56.0,509.0,0
1075,2026-09-07,4.0,7.74,100.0,53.4,731.0,0
1018,2026-08-26,5.6,7.38,64.1,54.5,592.0,0
1076,2026-09-03,2.0,6.29,94.1,63.4,100.0,2
1009,2026-09-05,3.7,7.19,57.6,45.2,1015.0,0
1074,2026-09-08,8.0,6.74,52.4,36.5,687.0,0
1058,2026-09-10,9.3,6.72,100.0,44.0,590.0,0
1017,2026-09-09,4.1,6.87,80.8,65.7,456.0,0
1007,2026-09-11,1.3,6.8,81.4,57.6,562.0,0
1046,2026-08-31,6.2,6.83,81.9,76.7,854.0,0
1013,2026-09-05,3.9,5.59,98.1,59.0,652.0,0
1040,2026-08-20,3.7,7.74,78.2,72.6,675.0,0
1042,2026-09-06,14.4,8.03,86.3,49.6,350.0,1
1009,2026-09-06,9.4,5.75,48.8,53.5,530.0,0
1050,2026-08-23,8.6,6.57,89.7,60.1,610.0,0
1027,2026-08-25,6.5,9.05,65.3,57.8,739.0,0
1066,2026-09-01,6.7,7.23,83.4,56.4,517.0,0
1005,2026-08-28,8.3,6.55,35.7,46.9,786.0,1
1029,2026-09-08,10.6,8.25,82.6,36.2,371.0,1
1037,2026-09-11,10.7,7.29,25.2,69.5,614.0,1
1038,2026-08-29,3.0,6.63,64.5,67.8,580.0,0
1083,2026-09-05,7.8,8.16,35.9,50.8,297.0,1
1008,2026-09-02,6.5,8.74,82.7,65.7,590.0,0
1065,2026-09-09,13.1,6.5,71.4,57.5,483.0,0
1086,2026-09-10,9.7,,54.6,76.6,883.0,0
1017,2026-09-11,8.2,7.05,98.7,40.3,518.0,0
1071,2026-08-29,2.2,9.2,52.1,58.1,670.0,0
1089,2026-09-13,9.3,7.21,9.4,56.9,354.0,2
1045,2026-08-24,2.2,6.01,80.3,62.4,647.0,0
1004,2026-08-31,5.4,7.72,34.7,83.1,517.0,1
1036,2026-09-10,2.6,7.02,52.7,58.1,445.0,0
1070,2026-08-25,10.5,5.56,59.7,71.1,1167.0,0
1031,2026-08-25,3.5,6.56,41.5,57.8,529.0,1
1019,2026-09-09,6.2,7.01,60.1,76.1,558.0,0
1061,2026-08-23,13.5,7.99,41.9,71.3,780.0,1
1054,2026-09-05,3.5,5.99,73.2,55.0,446.0,0
1039,2026-09-04,7.9,7.39,45.4,53.9,681.0,0
1091,2026-08-28,6.6,7.4,70.6,67.3,702.0,0
1074,2026-09-10,0.8,5.51,93.2,50.2,649.0,0
1090,2026-09-13,12.0,9.0,85.6,62.9,1059.0,0
1019,2026-09-11,1.5,6.52,68.4,54.7,439.0,0
1039,2026-09-06,7.4,6.15,50.2,65.5,908.0,0
1067,2026-08-26,8.6,6.79,73.2,57.6,694.0,0
1045,2026-08-25,9.6,8.01,56.1,49.6,782.0,0
1013,2026-09-07,10.5,6.32,74.0,76.6,668.0,0
1092,2026-09-01,4.2,,35.7,63.6,976.0,1
1058,2026-09-12,0.6,6.21,86.1,59.2,536.0,0
1020,2026-08-24,11.0,6.55,70.7,66.3,699.0,0
1092,2026-09-02,8.3,7.0,100.0,34.9,861.0,0
1072,2026-08-31,12.6,6.85,96.1,91.4,488.0,2
1061,2026-08-25,12.4,6.51,81.3,60.4,800.0,0
1039,2026-09-07,12.7,5.93,67.5,30.6,596.0,0
1001,2026-09-01,7.5,6.15,55.4,78.0,353.0,1
1003,2026-08-30,5.3,,88.8,48.7,310.0,1
1077,2026-09-06,12.0,6.66,65.4,75.7,582.0,0
1092,2026-09-03,7.0,8.56,93.4,61.8,798.0,0
1062,2026-09-13,3.2,6.43,78.0,36.4,184.0,2
1063,2026-09-07,12.9,5.85,78.2,63.9,640.0,0
1025,2026-09-03,13.3,8.37,81.9,62.8,778.0,0
1056,2026-09-04,7.3,6.56,51.6,77.3,344.0,1
1033,2026-09-10,1.6,7.62,49.6,67.8,473.0,0
1038,2026-08-30,6.1,8.5,48.9,41.4,714.0,0
1006,2026-09-04,12.2,5.62,90.9,75.0,770.0,0
1058,2026-09-12,13.6,6.09,51.1,53.8,921.0,0
1044,2026-09-11,3.5,8.2,53.6,85.8,483.0,1
1045,2026-08-27,1.5,6.57,80.8,54.7,437.0,0
1032,2026-09-11,13.2,5.82,65.0,56.8,931.0,0
1045,2026-08-29,6.1,,62.4,47.7,449.0,0
1061,2026-08-26,8.4,5.64,60.7,52.5,701.0,0
1047,2026-09-08,14.5,7.22,23.5,48.6,1037.0,2
1021,2026-09-05,1.5,6.24,50.7,77.6,751.0,0
1080,2026-08-22,9.9,6.52,93.6,40.0,757.0,0
1085,2026-08-23,1.6,7.3,59.2,72.1,856.0,0
1075,2026-09-08,5.9,6.66,32.0,72.4,705.0,1
1036,2026-09-11,12.2,5.71,49.8,80.7,758.0,1
1099,2026-09-11,6.8,7.19,77.2,60.7,531.0,0
1019,2026-09-13,15.0,5.58,76.8,44.6,832.0,0
1020,2026-08-25,8.6,7.39,64.1,57.4,683.0,0
1057,2026-09-10,5.2,8.89,56.2,68.9,304.0,1
1018,2026-08-28,3.7,6.31,42.0,61.3,649.0,1
1047,2026-09-10,5.6,7.65,77.4,65.5,166.0,2
1049,2026-08-26,5.9,7.34,86.8,80.5,743.0,1
1014,2026-09-02,1.5,6.49,95.8,68.7,553.0,0
1015,2026-09-13,5.9,8.68,47.8,63.0,981.0,0
1031,2026-08-27,7.2,7.25,97.3,32.3,698.0,0
1001,2026-09-02,11.0,6.98,68.9,48.2,785.0,0
1054,2026-09-06,10.0,7.38,70.5,53.9,390.0,1
1003,2026-09-01,10.8,7.85,87.9,30.3,737.0,0
1016,2026-09-12,0.6,8.06,59.2,43.4,472.0,0
1087,2026-09-13,3.7,6.5,26.7,56.0,818.0,1
1057,2026-09-11,10.1,7.44,84.1,58.4,376.0,1
1075,2026-09-10,7.5,5.99,77.0,67.6,622.0,0
1012,2026-09-04,0.6,8.65,62.8,56.9,368.0,1
1074,2026-09-12,12.2,5.95,82.5,63.7,625.0,0
1096,2026-09-09,11.7,7.85,86.5,53.7,1004.0,0
1016,2026-09-11,8.5,6.17,39.8,60.6,744.0,1
1072,2026-09-01,1.5,6.4,70.5,66.8,593.0,0
1076,2026-09-04,11.6,6.72,24.4,82.1,108.0,2
1024,2026-09-04,9.0,8.87,67.5,52.3,493.0,0
1028,2026-09-11,11.8,5.54,62.5,62.2,695.0,0
1008,2026-09-03,11.4,6.82,79.8,73.0,498.0,0
1092,2026-09-04,12.1,5.67,48.5,38.4,885.0,0
1036,2026-09-13,8.0,6.17,61.6,90.0,614.0,1
1090,2026-09-09,2.5,6.49,5.7,77.7,816.0,2
1008,2026-09-05,10.2,7.13,81.2,34.3,641.0,0
1058,2026-09-13,9.5,6.09,68.2,65.6,545.0,0
1060,2026-09-13,11.3,6.81,71.7,51.5,506.0,0
1050,2026-08-25,3.0,6.05,40.1,54.0,398.0,1
1028,2026-09-12,3.3,6.46,78.0,65.3,819.0,0
1092,2026-09-06,13.4,8.05,100.0,75.8,514.0,0
1041,2026-09-06,11.4,7.76,66.3,53.0,704.0,0
1064,2026-09-11,13.7,6.12,83.0,53.2,495.0,0
1027,2026-08-27,11.5,,52.6,65.6,383.0,1
1063,2026-09-09,9.2,8.49,68.5,68.6,711.0,0
1017,2026-09-13,10.0,5.6,39.4,44.9,451.0,1
1073,2026-09-01,13.4,8.69,85.8,85.9,520.0,1
1033,2026-09-11,8.9,8.09,73.2,50.4,350.0,1
1084,2026-08-25,9.7,5.94,45.6,74.5,501.0,0
1077,2026-09-08,2.8,6.03,54.0,66.8,605.0,0
1092,2026-09-08,7.4,8.36,71.2,69.1,543.0,0
1029,2026-09-09,10.9,6.82,88.5,50.6,764.0,0
1013,2026-09-09,4.4,5.6,99.6,34.1,629.0,0
1046,2026-09-01,3.4,6.29,67.3,59.7,1217.0,0
1035,2026-08-29,5.1,7.1,42.7,59.7,685.0,1
1006,2026-09-06,4.0,8.26,74.8,45.6,253.0,1
1082,2026-08-20,3.6,7.4,100.0,73.8,557.0,0
1069,2026-09-01,6.7,7.48,37.5,59.2,575.0,1
1047,2026-09-12,13.7,6.4,50.9,47.9,477.0,0
1025,2026-09-05,7.9,7.18,82.2,68.8,615.0,0
1066,2026-09-03,3.2,6.68,73.1,69.2,471.0,0
1010,2026-09-04,1.6,7.02,59.1,49.3,667.0,0
1056,2026-09-05,10.6,6.37,74.4,78.5,218.0,2
1030,2026-09-05,6.1,9.3,89.6,93.6,829.0,2
1005,2026-08-29,12.4,7.47,68.0,43.6,284.0,1
1033,2026-09-12,10.1,7.47,66.3,57.2,547.0,0
1065,2026-09-10,12.0,7.6,81.8,65.1,453.0,0
1018,2026-08-30,4.4,6.19,64.6,94.2,661.0,2
1096,2026-09-11,10.5,7.19,92.9,49.0,563.0,0
1049,2026-08-27,4.3,8.12,100.0,45.9,650.0,0
1011,2026-08-28,14.1,7.03,52.1,45.8,822.0,0
1085,2026-08-25,9.7,8.16,45.0,78.3,754.0,0
1026,2026-09-06,5.2,7.32,77.4,49.4,607.0,0
1063,2026-09-11,4.4,6.72,44.3,47.2,692.0,1
1089,2026-09-13,3.3,7.27,43.9,63.5,992.0,1
1086,2026-09-11,10.6,,29.0,64.6,761.0,1
1059,2026-09-07,3.7,6.86,62.4,76.1,541.0,0
1027,2026-08-28,9.1,6.7,69.3,61.4,856.0,0
1049,2026-08-28,4.3,6.37,59.7,63.7,678.0,0
1077,2026-09-09,10.1,8.0,97.8,58.4,407.0,0
1033,2026-09-13,12.3,6.51,96.3,40.4,564.0,0
1098,2026-08-29,11.8,7.12,100.0,57.0,306.0,1
1099,2026-09-13,11.5,7.27,70.9,60.9,143.0,2
1001,2026-09-04,3.2,6.47,93.7,53.3,410.0,0
1021,2026-09-06,1.8,8.06,76.2,36.5,625.0,0
1055,2026-08-27,10.6,5.95,74.2,43.0,625.0,0
1006,2026-09-08,5.8,6.17,60.7,59.4,318.0,1
1092,2026-09-10,6.8,6.62,24.7,74.0,124.0,2
1081,2026-08-24,1.0,6.72,82.7,85.2,894.0,1
1069,2026-09-02,4.3,5.62,93.1,57.2,619.0,0
1095,2026-08-28,1.0,7.72,39.5,49.2,911.0,1
1005,2026-08-31,13.2,6.83,69.8,54.4,900.0,0
1003,2026-09-02,4.0,6.4,89.8,44.3,747.0,0
1053,2026-09-07,8.6,9.33,62.8,71.8,612.0,0
1023,2026-09-05,1.1,6.93,93.9,92.1,520.0,2
1053,2026-09-08,10.2,7.92,67.2,49.6,744.0,0
1037,2026-09-12,5.2,6.06,59.5,42.1,568.0,0
1074,2026-09-10,13.5,6.57,95.0,75.1,482.0,0
1074,2026-09-11,13.4,8.65,51.3,64.8,180.0,2
1083,2026-09-07,5.2,7.3,55.5,65.0,583.0,0
1017,2026-09-10,13.6,7.28,52.1,83.8,819.0,1
1085,2026-08-27,14.9,6.21,47.1,39.5,852.0,0
1078,2026-08-30,12.5,5.67,73.1,39.1,611.0,0
1073,2026-09-03,12.8,7.35,59.7,57.6,422.0,0
1001,2026-09-05,4.1,6.9,79.8,61.0,781.0,0
1051,2026-08-25,8.9,7.6,35.3,54.7,597.0,1
1045,2026-08-31,1.5,5.94,47.5,96.9,527.0,2
1077,2026-09-10,1.9,8.74,71.0,55.3,309.0,1
1004,2026-09-02,15.0,8.48,99.4,51.7,1021.0,0
1062,2026-09-09,5.2,6.21,77.6,61.9,748.0,0
1065,2026-09-11,11.3,6.44,58.2,74.6,769.0,0
1032,2026-09-12,12.2,7.61,40.2,49.1,427.0,1
1034,2026-08-28,12.9,8.7,57.0,57.8,616.0,0
1092,2026-09-12,15.0,7.38,69.2,75.0,584.0,0
1095,2026-08-30,4.0,6.2,22.8,75.8,756.0,2
1072,2026-09-03,1.1,7.21,45.7,63.3,872.0,0
1039,2026-09-08,6.5,7.43,55.2,96.3,313.0,2
1026,2026-09-07,2.4,6.32,64.9,89.7,385.0,1
1034,2026-08-29,0.8,7.29,68.9,38.9,729.0,0
1054,2026-09-08,5.7,5.87,57.8,34.6,498.0,0
1003,2026-09-03,11.9,5.71,80.1,71.9,763.0,0
1050,2026-08-27,8.7,6.73,72.5,80.5,525.0,1
1012,2026-09-05,5.0,6.4,62.6,56.6,350.0,1
1065,2026-09-13,10.0,6.2,82.9,52.5,248.0,2
1054,2026-09-10,3.9,6.49,81.2,47.7,697.0,0
1005,2026-09-01,0.7,,40.9,42.5,702.0,1
1094,2026-09-07,11.6,5.92,69.4,77.0,794.0,0
1094,2026-09-09,9.5,6.63,87.8,54.3,666.0,0
1057,2026-09-13,11.6,8.15,91.1,64.5,100.0,2
1017,2026-09-11,1.1,6.67,77.4,32.6,701.0,0
1047,2026-09-13,12.6,6.82,65.3,75.0,309.0,1
1023,2026-09-07,9.5,7.05,78.4,68.8,226.0,2
1079,2026-08-30,8.7,7.58,86.2,39.8,202.0,2
1085,2026-08-29,9.6,6.12,72.3,63.9,184.0,2
1014,2026-09-04,13.0,7.79,74.6,60.1,656.0,0
1066,2026-09-04,9.0,7.9,65.0,53.2,454.0,0
1075,2026-09-11,8.9,7.02,43.3,16.5,296.0,1
1051,2026-08-26,14.9,5.81,66.5,50.1,605.0,0
1038,2026-08-31,11.5,7.05,56.5,64.5,379.0,1
1064,2026-09-12,6.9,5.63,56.5,51.8,796.0,0
1098,2026-08-31,10.8,6.62,98.7,56.7,890.0,0
1038,2026-09-02,6.1,8.35,89.0,82.5,556.0,1
1050,2026-08-28,3.8,5.97,36.1,58.8,875.0,1
1098,2026-09-01,9.2,7.5,48.3,28.5,875.0,0
1082,2026-08-21,14.0,5.57,62.7,57.2,617.0,0
1030,2026-09-07,14.0,7.32,57.2,61.5,947.0,0
1079,2026-08-31,5.5,7.06,76.3,47.6,476.0,0
1091,2026-08-29,8.2,5.89,45.1,71.0,209.0,2
1051,2026-08-28,3.6,5.75,89.2,38.1,289.0,1
1063,2026-09-13,14.9,8.61,69.1,57.9,466.0,0
1098,2026-09-02,14.7,5.71,63.2,37.9,707.0,0
1052,2026-09-13,9.9,6.29,69.7,55.6,369.0,1
1038,2026-09-04,12.2,6.63,61.6,70.6,465.0,0
1097,2026-09-04,10.9,7.01,29.4,57.6,350.0,1
1088,2026-08-31,9.1,7.34,70.2,56.7,469.0,0
1079,2026-09-01,1.3,5.72,63.6,60.4,869.0,0
